a little	sikit
a lot	begenuak
a lot of	begenuak
abandon	terbiaq
abandoned	terbiaq
abide	turot
ability	keupayaan
able	dapat
about	pasai
above	ataih
abroad	di luaq negara
absence	tak mai
absent	tak mai
absolutely	mesti
absorb	seghap
abstract	abstrak
abstract	kaboq
absurd	tak masok akai
abundance	melimpah-ruah
abundant	belunggok
abuse	salah guna
accent	dialek
accept	terima
access	akses
accident	kemalangan
accommodation	penginapan
accomplish	capai
accomplished	dicapai
according	ikut
account	akaun
accuracy	ketepatan
accurate	tepat
accused	tuduh
ache	sakit
achieve	capai
achievement	pencapaian
acknowledge	sedaq
acquaintance	kawan
acquire	peroleh
acquired	diperoleh
acquisition	pemerolehan
across	merentasi
act	belakon
action	tindakan
active	aktif
activities	acara
activity	qeja
actor	pelakon
actual	benda betoi
actually	sebenaqnya
acute	cedaih
adapt	sesuaikan
add	tambah
addicted	ketagih
addition	tambah-tambah
additional	tambah
address	alamat
adequate	cukup
adjacent	sebelah
adjective	adjektif
adjust	sesuaikan
admire	kagum
admit	mengaku
adopt	bela
adorable	comei
advance	mara
advanced	maju
advantage	manfaat
adventure	pengembaraan
adverb	kata ganti
advertisement	iklan
advertising	iklan
advice	nasehat
advise	tegoq
advocate	loya
aesthetic	estetik
affair	hubungan
affect	kesan
affection	kasih sayang
afford	mampu
affordable	mampu milik
afraid	takut
after	selepas
afternoon	tengah hari
afterwards	lepaih ni
again	lagi
against	nak banding dengan
age	umoq
agency	syarikat
agent	ejen
aggressive	agresif
agile	tangkaih
ago	dulu-dulu
agree	setuju
agreement	setuju
agriculture	pertanian
ahead	kat depan
aid	bantuan
aim	tujuan
air	udara
airport	lapangan terbang
aisle	lorong
alarm	amaran
alcohol	arak
alert	jaga-jaga
alive	hidop
all	semua
all right	ha
all the best	buat elok-elok
allow	bagi
allowed	dibenarkan
almost	sikit gi
alone	sorang
along	sepanjang
already	dah
Alright	Baik
also	jugak
alternative	alternatif
although	walaupun
always	selalu
amazing	terer
ambiguous	samaq
ambition	cita-cita
ambitious	beria
amend	pebaik
amid	tengah-tengah
among	antara
among us	antara kita
amount	jumlah
amusing	lawak
an	sekoq
an	sebuah
an	satu
an	sebiji
analysis	analisis
ancestors	nenek moyang
anchor	sauh
ancient	lama
and	dan
and you	dan hang
angel	malaikat
anger	rekam
angle	sudut
angry	marah
animal	binatang
ankle	buku lali
anniversary	ulang taun
announcement	pengumuman
annoy	kucai
annoyed	meluat
annoying	meluat
annual	tahunan
anonymous	tak kenai
another	lain
answer	jawab
anticipate	harap
anxiety	ghisau
anxious	ketaq
any	apa-apa
anymore	lagi dah
anyone	sapa-sapa
anything	apa-apa
anyway	macam mana pun
anyways	lagi satu
apart	berasing
apartment	rumah
apologize	mintak maaf
apparent	jelaih
apparently	nampaknya
appeal	rayuan
appear	muncul
appearance	kemunculan
appeared	muncoi
appetite	selegha
apple	epal
application	permohonan
apply	mintak
appointment	janji temu
appreciate	hargai
appreciation	hargai
approach	tegoq
appropriate	sesuai
approval	luluih
approve	luluih
approved	luluih
approximately	agak-agak
april	bulan empat
arbitrary	ghambang
architect	arkitek
architecture	arkitek
archive	arkib
are	ialah
are you	adakah hang
are you busy	hang sibuk ka
are you married	dah kawen ka
are you married or single	hang dah kawen ka dak
Are you still there?	Hang ada kat sana lagi ka
are you there	hang ada kat sana ka
area	kawasan
argue	gadoh
argument	bertengkaq
arise	mangkit
arm	lengan
army	askar
around	keliling
arrange	atoq
arrangement	atoq
arrival	sampai
arrive	sampai
arrived	sampai
arrogant	kekwat
arrow	anak panah
art	seni
article	artikel
artificial	palsu
artist	artis
as	sebagai
as long as	asaikan
as well	jugak
as well as	jugak
ash	abu
ashamed	segok
ask	tanya
asked	dah tanya
asleep	tidoq
aspect	aspek
Assamese	bahasa Assam
assault	serang
assembly	bekumpui
assertive	tegas
assess	nilai
assessment	penilaian
asset	aset
assets	harta
assign	tugaskan
assignment	tugasan
assist	jaga
assistant	pekerja
associate	bergoi
associated	berkait
association	pesatuan
assume	agak
assumption	ghasa
at	kat
at least	kot ya pun
ate	makan
athlete	atlet
attach	kembaq
attached	terlekat
attachment	sekali
attack	serang
attempt	cuba
attend	mai
attendance	mai
attention	perhatian
attitude	perangai
attract	bekenan
attraction	daya tarik
attractive	elok
attribute	ghupa bentuk
audience	orang ramai
august	bulan lapan
aunt	mak cik
aunty	makcik
authentic	sah
author	penulis
authority	pihak berkuasa
autumn	musim luruh
available	ada
average	besa
avoid	elak
awake	berjaga
award	anugerah
aware	tau
awareness	kesedaran
away	jauh
awesome	hebat
awful	teruk
awkward	janggai
Aymara	bahasa Aymara
baby	anak
