a little	saikit
a lot	banyak
a lot of	banyak
abandon	maninggalakan
abandoned	ditinggalakan
abide	mamatuhi
ability	kamampuan
able	kawa
about	pasal
above	di atas
abroad	banua urang
absence	kadada datang
absent	kada datang
absolutely	pastinya
absorb	marasap
abstract	abstrak
absurd	kada masuk diakal
abundance	hibak
abundant	hibak
abuse	manyiksa
accent	lugat
accept	manarima
access	jalan masuk
accident	kacalakaan
accommodation	wadah bamalam
accomplish	tuntung
accomplished	tuntung
according	ujar
account	rakaning
account	akun
accuracy	akurasi
accurate	akurat
accused	dituduh
ache	singkal
achieve	barhasil
achievement	kabarhasilan
acknowledge	maakui
acquaintance	patuhan
acquire	mandapat
acquired	didapat
acquisition	akuisisi
across	subarang
act	tingkah
action	tindakan
active	aktip
activities	kagiatan
activity	aktipitas
actor	aktur
actual	bujur
actually	sabujurnya
acute	bangat
adapt	mambawa awak
add	tambah
addicted	kacanduan
addition	tambahan
additional	tambahan
address	alamat
adequate	bapala
adjacent	baparakan
adjective	kata sipat
adjust	manyasuaiakan
admire	liwar katuju
admit	maakui
adopt	adupsi
adorable	inga
advance	maju
advanced	maju
advantage	kauntungan
adventure	patualangan
adverb	kata katarangan
advertisement	pariklanan
advertising	iklan
advice	papadah
advise	papadah
advocate	pangacara
aesthetic	istitika
affair	salingkuh
affect	pangaruh
affection	kasih sayang
afford	sanggup
affordable	murah haja
afraid	takutan
after	habis
afternoon	kamarian
afterwards	imbah ngitu
again	lagi
against	malawan
age	umur
agency	aginsi
agent	agin
aggressive	rangas
agile	singgam
ago	nang bahari
agree	akur
agreement	parjanjian
agriculture	partanian
ahead	di muka
aid	bantuan
aim	maksud
air	hawa
airport	lapangan tarabang
aisle	gang
alarm	alaram
alcohol	alkuhul
alert	waspada
alive	hidup
all	barataan
all right	ayuja
all the best	sabarataan nang baik
allow	mambulihakan
allowed	diijinakan
almost	parak
alone	saurangan
along	baimbai
already	sudah
Alright	Ayuja
also	jua
alternative	altarnatip
although	biar
always	hingga
am	aku
amazing	liwar bagusnya
ambiguous	ambigu
ambition	ambisi
ambitious	ambisius
amend	maubah
amid	di tangah
among	di antara
among us	di antara kita
amount	jumlah
amusing	mahibur
analysis	anilisis
ancestors	laluhur
anchor	sauh
ancient	liwar bahari
and	wan
and you	wan ikam
angel	malaikat
anger	murka
angle	sudut
angry	sarik
animal	hiwan
ankle	pagalangan batis
anniversary	ulang tahun
announcement	pangumuman
annoy	mambari muar
annoyed	pusang
annoying	mambari muar
annual	tahunan
anonymous	anunim
another	lainnya
answer	jawab
anticipate	antisipasi
anxiety	liwar asa gair
anxious	liwar gair
any	apa haja
anymore	lagi
anyone	siapa haja
anything	apa haja
anyway	biar nangkaya itu
anyways	kaya apapun jua
apart	tapisah
apartment	apartimin
apologize	minta maap
apparent	pasti
apparently	pinanya
appeal	mainga
appear	cungul
appearance	panampilan
appeared	mancungul
appetite	napsu makan
apple	apel
application	pandaptaran
apply	mandaptar
appointment	janji batamu
appreciate	mahargai
appreciation	panghargaan
approach	mamaraki
appropriate	pantas
approval	parsatujuan
approve	satuju
approved	disatujui
approximately	kira-kira
april	april
arbitrary	sakahandaknya
