a little	panono
a lot	ifingi
a lot of	ifingi ifya
abandon	ukusha
abandoned	umulekelesha
abide	ukwikala
ability	kwishiba
ability	maka
able	kuti
about	pali
above	pamulu
abroad	ku calo cimbi
absence	ukubulilwa
absent	ukukanabapo
absolutely	cine cine
absorb	kwingisha
abstract	kwelenganya
absurd	ukusenda
abundance	ubwingi
abundant	ifingi
abuse	umucushisha
accent	imilandile
accept	ukusuminisha
access	ukusanga
access	ukuwata
accident	ubusanso
accommodation	ukwikala
accomplish	ukukwanisha
accomplished	ukukwanisha
according	ukulingana
account	akaunti
accuracy	filya fine
accuracy	ukutontapo
accurate	ukulungika
accused	ukubepeaha
accused	ukepulesha imilandu
ache	ukukalipwa
achieve	ukufikilisha
achievement	ukukwanisha
acknowledge	ukusumina
acquaintance	ukwishibana
acquire	ukukwata
acquired	ukukwata
acquisition	ukukwata
acquisition	ukwambako
across	ukupita
act	ukubomba
action	ukubomba
active	icilebombeka
activities	ifyakucita
activity	umulimo
actor	kapanga
actual	cilyacine
actually	na kuba
actually	cine cine
acute	sana
adapt	ubwana
add	ukulundapo
addicted	ukubelesha
addition	ukulundapo
additional	ukulundako
address	aderesi
adequate	ukukumanina
adjacent	ukupalamina
adjective	ukulondolola
adjust	ukuwamya
admire	ukukumbwa
admit	ukusumina
adopt	ubwana
adopt	ukusunga
adorable	icitemwiko
adorable	ukuwama
advance	ukulunduluka
advance	ukutwala pantanshi
advanced	pantanshi
advantage	ubusuma
adventure	cangalo
advertisement	ukusabankanya
advertising	ukwishibisha
advertising	ukutungilila
advice	ukupanda amano
advise	ukupanda amano
advocate	uwakulandilako
aesthetic	ukumoneka bwino
aesthetic	ukuyemba
affair	icito yenu
affair	mulandu
affect	ukukuma
affection	imyumfwile
afford	ukukwanisha
affordable	ukukwanisha
afraid	ukutina
after	panuma
afternoon	icungulo
afterwards	panuma
again	nakabili
against	ukwalukila
against	ukukaana
age	umwaka
age	inkulo
agency	uwakutuma
agent	uwakutuma ukubomba
aggressive	ubunaushi
agile	ukucincila
ago	akale
agree	ukusuminisha
agreement	ukusuminisha
agriculture	ifyabulimi
ahead	pantanshi
aid	ubwafwilisho
aim	ukutonta
air	umwela
airport	icibansa ca ndeke
aisle	kupita
alarm	ukusoka
alarm	ukwishibisha
alcohol	ubwalwa
alert	ishibisha
alive	uwamweo
all	fyonse
all	conse
all right	cilifye bwino
all the best	ifisuma fyonse
allow	ukusuminisha
allowed	ukusuminisha
almost	mupepi
almost	panonofye
alone	weka
alone	beka
alone	neka
along	pamo
already	kale
Alright	Cilifye bwino
also	nakabili
alternative	ifya kubomfya fimbi
although	nangula
always	lyonse
am	ine
amazing	icipesha amano
amazing	cawama
ambiguous	ifishalondoloka
ambition	ukufwaisha
ambitious	ukufwaisha
amend	ukubombelapo
amid	pa kati
among	pamo
among us	pakati kesu
amount	impendwa
amusing	icisuma
an	ne
analysis	ukupitulukamo
ancestors	ifikolwe
anchor	ukwikatilila
ancient	ifyakale
and	ne
and	kabili
and you	nga iwe
angel	malaika
angel	umungeli
anger	ukufulwa
angle	imbali
angry	ukukalipa
angry	ukufulwa
animal	inama
ankle	akatende
anniversary	ubushiku bwa pa caka
announcement	ukwishibisha
annoy	ukukalifya
annoyed	ukuufulwa
annoying	ukukalifya
annual	cila mwaka
anonymous	uushaishibikwa
another	cimbi
answer	ubwasuko
anticipate	ukwenekela
anxiety	ukusakamikwa
anxious	ukusakamikwa
any	icili conse
anymore	nakalya
anyone	uuli onse
anything	ifili fyonse
anyway	na kuba
anyways	nakuba
apart	ukupaatukana
apartment	ing'anda
apologize	ukulonmba ubwelelo
apparent	cimoneka
apparently	mu kumonekesha
appeal	ukwipukisha
appear	ukumonekela
appearance	imimonekele
appeared	ukumonekela
appetite	ukufwaya ifyakulya
apple	apulo
application	ukubomfya
apply	ukubomfya
appointment	ukusontwa
appreciate	ukutotela
appreciation	ukutotela
approach	ukupalama
appropriate	icalinga
approval	ukusuminisha
approve	suminisha
approved	ukusuminishiwa
approximately	mupepi
approximately	nalimo
april	shinde
arbitrary	mulinganya
architect	uwa makuule
architecture	uwamakule
archive	umakusungila
are	bali
are you	iwe niwe
are you busy	bushe uli ne milimo
are you married	bushe walyupwa
are you married or single	walyupwa atemwa waba weka
Are you still there?	Mucili epomuli?
are you there	epo uli
area	incende
argue	ukukansana
argument	ukunkansana
arise	ukwima
arm	ukuboko
army	umushilika
around	ukushinguluka
arrange	tantika
arrangement	ubutantiko
arrival	ukufika
arrive	ukufika
arrived	fikile
arrogant	ukuituntumba
arrogant	icilumba
arrogant	ukuitumika
arrow	akakusontelako
art	ukulenga
article	inkalata
artificial	icakupanga
artist	kemba
as	nga
as	kwati
as	nge
as long as	kanofye
as well	nacena
as well as	ukubikamofye
ash	ulukungu
ashamed	insoni
ask	ukwipusha
asked	aipusha
asleep	ukulala
aspect	iciputulwa
aspect	ulubali
Assamese	Assamese
assault	ukucena
assembly	ukukolongana
assertive	ukusuminisha
assess	ukupima
assessment	ukucenchenta
asset	icipe
assets	ifipe
assign	ukupela
assignment	umulimo
assignment	icakucita
assist	afwa
assistant	kafwa
associate	ampana
associated	capamo
association	ukulanshanya
assume	ukutontonkanya
assumption	ukwelenganya
at	pa
at least	efilyako
ate	lya
athlete	kangala wa mangalo
attach	ukukakatika
attached	kakatikwa
attachment	icakakatikwako
attack	ukucena
attempt	esha
attend	ukusangwa
attendance	ukusangwa
attention	ukubikako amano
attention	ukuposako amano
attitude	imibele
attract	ukongola
attraction	icakutungilila
attractive	ukuyemba
attribute	imibele
audience	ibumba
august	kutumpu
aunt	mayo senge
aunty	nasenge
authentic	cine cine
author	kalemba
authority	insambu
autumn	mibundo
available	icilipo
available	epocili
average	avareji
average	cipimo
avoid	ukusengauka
avoid	taluka
awake	ukubuuka
award	icilambu
aware	ukwishiba
awareness	ukwishiba
away	ukutali
awesome	cisuma sana
awful	icabipa
awful	icakutinya
awkward	ukubifya
Aymara	Aymara
baby	akanya
baby	umwana
bachelor	nkungulume
back	ukubwelela
back	kunuma
background	apakwambila
bad	icibi
bag	icola
bait	lyambi
bake	ukwipika
bakery	umwakupangila
baking soda	ukupanga soda
balance	ukuba pakati
ball	umupila
Bambara	Bambara
banana	inkonde
band	bakalisha
bank	kwishilya
bar	mupindo
bar	icikulwa cabwalwa
barely	panono
barely	kwempe
bargain	ukumfwana
bark	ukubosa
barley	limo limo
barrier	umwakupelela
base	icapanshi
based	pamulandu
basement	umuputule wapanshi
basic	kwambilapo
basically	na kuba
basil	bondwe
bastard	umwana wa muchani
batch	katundu
bath	samba
bathroom	umwakusambila
battery	ibatili
battle	ubulwi
bay	icishi
be	ba
be careful	cenjela
be careful	isunge bwino
beach	ululamba
beam	ukubengeshima
beans	cilemba
bear	ukubelelela uluse
beard	umwemfu
bearing	icisendo
beast	iciswango
beat	ukulisha
beat	ukuma
beautiful	ica emba
beauty	busuma
became	ukuba
because	pantu
become	ukuba
bed	ubusanshi
bedroom	umuputule wa kusendamako
bee	ulushimu
beef	inama
been	ukuba
beer	ubwalwa
before	pa ntashi
before	ilyo
began	ambile
begin	amba
beginning	intendekelo
behalf	ukwimininako
behave	icindike
behavior	imibele
behaviour	imibele
behind	kunuma
being	ukuba
belief	ukucetekela
believe	cetekela
belly	ulufumo
belong	ukuba
beloved	wemutemwikwa
below	pesamba
belt	umushipi
Bemba	Ichibemba
bench	icipuna
bend	ongamya
beneath	pesamba
benefit	amapaalo
benefits	ifyakunonkelamo
beside	pambali
beside	nalimo
besides	pa mbali ya
best	icisuma
best of luck	ukacite bwino
best regards	ukuposha kusuma
better	mibele isuma
better	cawamapo
better	bwino
between	pakati
beverage	ubwalwa
beyond	ukucila
Bhojpuri	Bhojpuri
bias	akapaatulula
biased	kupatulwa
bicycle	incinga
bid	ukutambika
big	icikulu
big	ubukulu
bike	inchinga
bill	amalipilo
bind	ukukaka
bird	akoni
birthday	ubushiku bwakufyalwa
bit	panono
bite	ukusuma
bitter	ubukali
black	icafita
black	imfifi
blade	icakucekelako
blade	ulupanga
blame	ukupeela umulandu
blank	tapali
blanket	icakufimbana
blast	ukopoleka
bleach	ukonaula
bleach	ukupatulanya
blend	ukuba
bless	pala
blessed	uwapalwa
blind	impofu
bliss	ukusansamuka
block	ukulesha
blood	umulopa
bloom	icipyango
blow	ukupuupa
blow	ukuputa
blue	bluu
blue	kafiifi
blunt	icamba
blunt	ukupeepa
blunt	fwaka
board	bumba
boat	ubwato
body	umubili
boil	ukwipika
bold	ukupama
bond	suntinkanya
bone	ifupa
book	icitabo
boost	ukusunkilisha
booster	ukucincisha
boot	insapato
boots	insapato
border	umushilwa
bore	afyele
bored	ukutendwa
boring	ukutendusha
born	ukufyalwa
borrow	ukwashima
borrow	ukukongola
boss	abakalamba bancito
both	fyonse fibili
bother	ukucusha
bottle	ibotolo
bottom	pesamba
bought	ukushitwa
bounce	ukutanuka
bound	ukukakwa
boundaries	umwakupelela
bow	ukukontama
bowl	inweno
box	bokoshi
boy	umulumendo
boyfriend	umwaume umunandi
bracelet	amolu yacela
brain	ububongo
branch	umusambo
brand	umusango
brave	ukushipa
breach	ukonaula
breach	ukupatulanya
bread	umukate
break	ukutusha
break	ukutoba
breakfast	icakulya cakacelo
breast	ibele
breath	ukupema
breathe	ukupema
breed	ukusanda
brick	ulunjelwa
bride	nabwinga
bridge	ubulalo
brief	panono
bright	ulubuto
brilliant	ukucelebuka
bring	leta
bro	munyina
broad	cinkumbawile
broadcast	ukusabankanya
broke	toba
broke	ukukana kwata
broken	ukutobeka
broom	icipyango
brother	munyinane
brother in law	mulamu umwaume
brought	ukuletwa
brown	fitulukila
brush	kusha
bucket	imbeketi
buddy	we cibusa
budget	bajeti
bug	icishishi
build	ukukula
building	ukukula
built	ukukula
bulk	ifingi
bull	ing'ombe
bully	kacusha
bully	icipondo
bump	ukukumana
bunch	ibumba
bundle	bando
burden	icisendo
buried	ukushika
burn	ukoca
burst	ukupoleka
bury	ukushika
bus	basi
bush	impanga
business	amakwebo
bust	ukupoleka
busy	milimo
busy	ukupamfiwa
but	nomba
but	lelo
butter	umukaka watikama
butterfly	icipelebesha
button	ibatai
buy	ukushita
by	na
by the way	elyo kabili
by the way	na kuba
bye	naya
cabbage	kabeji
cabbage	kabiki
cabinet	cabineti
cage	kasalanga
cake	keke
calf	umwana wang'ombe
call	tuma
call me	njita
called	ukwitwa
calm	ukutekanya
came	ishile
campaign	kampeni
can	kuti
can't	tekuti
Cancel	Ukuleesha
cancer	impwalonda
capable	ukukwanisha
capacity	amaka
capital	umusumba ukalamba
capital	indalama
caption	umutwe
capture	ukwikata
car	motoka
career	incito
careful	cenjela
carefully	ukutekanya
careless	umulekelesha
caring	ukusakamana
carpenter	kapala wambawo
carpet	kapeti
carrot	kalota
carry	ukusenda
carry	ukwimya
carry on	konkanyapo
carry out	ukubomba
case	umulandu
cash	indalama
