panono	a little
ifingi	a lot
ifingi ifya	a lot of
ukusha	abandon
umulekelesha	abandoned
ukwikala	abide
kwishiba	ability
maka	ability
kuti	able
pali	about
pamulu	above
ku calo cimbi	abroad
ukubulilwa	absence
ukukanabapo	absent
cine cine	absolutely
kwingisha	absorb
kwelenganya	abstract
ukusenda	absurd
ubwingi	abundance
ifingi	abundant
umucushisha	abuse
imilandile	accent
ukusuminisha	accept
ukusanga	access
ukuwata	access
ubusanso	accident
ukwikala	accommodation
ukukwanisha	accomplish
ukukwanisha	accomplished
ukulingana	according
akaunti	account
filya fine	accuracy
ukutontapo	accuracy
ukulungika	accurate
ukubepeaha	accused
ukepulesha imilandu	accused
ukukalipwa	ache
ukufikilisha	achieve
ukukwanisha	achievement
ukusumina	acknowledge
ukwishibana	acquaintance
ukukwata	acquire
ukukwata	acquired
ukukwata	acquisition
ukwambako	acquisition
ukupita	across
ukubomba	act
ukubomba	action
icilebombeka	active
ifyakucita	activities
umulimo	activity
kapanga	actor
cilyacine	actual
na kuba	actually
cine cine	actually
sana	acute
ubwana	adapt
ukulundapo	add
ukubelesha	addicted
ukulundapo	addition
ukulundako	additional
aderesi	address
ukukumanina	adequate
ukupalamina	adjacent
ukulondolola	adjective
ukuwamya	adjust
ukukumbwa	admire
ukusumina	admit
ubwana	adopt
ukusunga	adopt
icitemwiko	adorable
ukuwama	adorable
ukulunduluka	advance
ukutwala pantanshi	advance
pantanshi	advanced
ubusuma	advantage
cangalo	adventure
ukusabankanya	advertisement
ukwishibisha	advertising
ukutungilila	advertising
ukupanda amano	advice
ukupanda amano	advise
uwakulandilako	advocate
ukumoneka bwino	aesthetic
ukuyemba	aesthetic
icito yenu	affair
mulandu	affair
ukukuma	affect
imyumfwile	affection
ukukwanisha	afford
ukukwanisha	affordable
ukutina	afraid
panuma	after
icungulo	afternoon
panuma	afterwards
nakabili	again
ukwalukila	against
ukukaana	against
umwaka	age
inkulo	age
uwakutuma	agency
uwakutuma ukubomba	agent
ubunaushi	aggressive
ukucincila	agile
akale	ago
ukusuminisha	agree
ukusuminisha	agreement
ifyabulimi	agriculture
pantanshi	ahead
ubwafwilisho	aid
ukutonta	aim
umwela	air
icibansa ca ndeke	airport
kupita	aisle
ukusoka	alarm
ukwishibisha	alarm
ubwalwa	alcohol
ishibisha	alert
uwamweo	alive
fyonse	all
conse	all
cilifye bwino	all right
ifisuma fyonse	all the best
ukusuminisha	allow
ukusuminisha	allowed
mupepi	almost
panonofye	almost
weka	alone
beka	alone
neka	alone
pamo	along
kale	already
Cilifye bwino	Alright
nakabili	also
ifya kubomfya fimbi	alternative
nangula	although
lyonse	always
ine	am
icipesha amano	amazing
cawama	amazing
ifishalondoloka	ambiguous
ukufwaisha	ambition
ukufwaisha	ambitious
ukubombelapo	amend
pa kati	amid
pamo	among
pakati kesu	among us
impendwa	amount
icisuma	amusing
ne	an
ukupitulukamo	analysis
ifikolwe	ancestors
ukwikatilila	anchor
ifyakale	ancient
ne	and
kabili	and
nga iwe	and you
malaika	angel
umungeli	angel
ukufulwa	anger
imbali	angle
ukukalipa	angry
ukufulwa	angry
inama	animal
akatende	ankle
ubushiku bwa pa caka	anniversary
ukwishibisha	announcement
ukukalifya	annoy
ukuufulwa	annoyed
ukukalifya	annoying
cila mwaka	annual
uushaishibikwa	anonymous
cimbi	another
ubwasuko	answer
ukwenekela	anticipate
ukusakamikwa	anxiety
ukusakamikwa	anxious
icili conse	any
nakalya	anymore
uuli onse	anyone
ifili fyonse	anything
na kuba	anyway
nakuba	anyways
ukupaatukana	apart
ing'anda	apartment
ukulonmba ubwelelo	apologize
cimoneka	apparent
mu kumonekesha	apparently
ukwipukisha	appeal
ukumonekela	appear
imimonekele	appearance
ukumonekela	appeared
ukufwaya ifyakulya	appetite
apulo	apple
ukubomfya	application
ukubomfya	apply
ukusontwa	appointment
ukutotela	appreciate
ukutotela	appreciation
ukupalama	approach
icalinga	appropriate
ukusuminisha	approval
suminisha	approve
ukusuminishiwa	approved
mupepi	approximately
nalimo	approximately
shinde	april
mulinganya	arbitrary
uwa makuule	architect
uwamakule	architecture
umakusungila	archive
bali	are
iwe niwe	are you
bushe uli ne milimo	are you busy
bushe walyupwa	are you married
walyupwa atemwa waba weka	are you married or single
Mucili epomuli?	Are you still there?
epo uli	are you there
incende	area
ukukansana	argue
ukunkansana	argument
ukwima	arise
ukuboko	arm
umushilika	army
ukushinguluka	around
tantika	arrange
ubutantiko	arrangement
ukufika	arrival
ukufika	arrive
fikile	arrived
ukuituntumba	arrogant
icilumba	arrogant
ukuitumika	arrogant
akakusontelako	arrow
ukulenga	art
