a little	иуцъус
a lot	бирæ
a lot of	бирæ
abandon	ныууадзын
abandoned	сындзæхгæд
abide	хæцын
ability	хъомдзинад
able	хъом
about	тыххæй
above	сæрмæ
abroad	фæсарæн
absence	нæуæвынад
absent	нæуæвынад
absolutely	æгириддæр
absorb	цъирын
abstract	иппæрд
absurd	æнæзонд хъуыды
abundance	бæркад
abundant	фæрнæйдзаг
abuse	æфхæрддзинад
accent	акцент
accept	исын
access	бар
accident	цау
accommodation	æхсæвиуат
accommodation	цæрæнбынат
accomplish	æххæст кæнын
accomplished	æххæстгонд
according	гæсгæ
account	счет
accuracy	бæлвырдад
accurate	бæлвырд
accused	аххосджын
ache	рыст
achieve	æфтын
achievement	сгуыхтдзинад
acknowledge	базонын
acquaintance	зонгæдзинад
acquire	къухы æфтын
acquired	сфæрæз
acquisition	сфæрæз
across	уылты
act	архайд
action	ми
active	æнæфæсæтгæ
activities	архайд
activity	архайд
actor	актёр
actual	актуалон
actually	æцæгæй
acute	цыргъ
adapt	сарæхсын
add	æмхасæн кæнын
addicted	æмхиц
addition	уæлæмхай
additional	уæлæмхай
address	адрес
adequate	аккаг
adjacent	æмарæн
adjective	миногон
adjust	рæвдз кæнын
admire	дис кæнын
admit	сӕттын
adopt	райсын
adorable	иууыл уарзондæр
advance	размæкæнынад
advance	развæлгъау
advance	нысангарз
advanced	раззагдæр
advantage	пайда
adventure	цау
adverb	фæрсдзырд
advertisement	реклама
advertising	рекламæ
advice	уынаффæ
advise	уынаффæ
advocate	æвдакат
aesthetic	эстетикон
affair	хъуыддаг
affect	бандавын
affection	æнувыддзинад
afford	сгæнæн кæнын
affordable	хъабыл
afraid	тарст
after	фæстæ
afternoon	фæсæмбисбон
afterwards	фæстаджырдæм
again	нæуæгæй
against	ныхмæ
age	кар
agency	агентство
agent	агент
aggressive	хъазуатхуыз
agile	æвзыгъд
ago	размæ
agree	разы кæнын
agreement	бадзырд
agriculture	хъæууонхæдзарад
ahead	разæй
aid	æххуыс
aim	нысан
air	уæлдæф
airport	аэропорт
aisle	ауайæн
alarm	фæдис
alcohol	нозт
alert	фæдис
alive	удæгас
all	иууылдæр
all right	хорз
all the best	дзæбæх ут
allow	уадзын
almost	зæгъæн ис
alone	иунæг
along	æмдæргъ
already	нырид
Alright	Хорз
also	дæр
alternative	æндæр
although	æцæг
always	алыхат
am	дæн
amazing	тынг зæрдæмæдзæугæ
ambiguous	дыдзæхсæн
ambition	цытуарзондзинад
ambitious	цытуарзаг
amend	аивын
amid	æхсæн
among	ӕхсӕн
among us	мах æхсæн
amount	нымæц
amusing	худæг
analysis	анализ
ancestors	фыдæлтæ
anchor	якорь
ancient	зæронд
and	æмæ
and you	ды та
angel	зæд
anger	азар
angle	къуым
angry	мæсты
animal	сырд
ankle	къах
anniversary	юбилей
announcement	хъусинаг
annoy	хъыгдарын
annoyed	æнæрай
annoying	хъуырмæгæнæг
annual	æрвылазон
anonymous	анонимон
another	æндæр
answer	дзуапп
anticipate	дардмæ уынын
anxiety	катай
anxious	тыхст
any	цыфæнды
anymore	нал
anyone	исчи
anything	алцы
anyway	цыфæнды ма уа
anyways	цыфæнды ма уа
apart	хицæн
apartment	хæдзар
apologize	хатыр
apparent	æргом
apparently	сæрæй
appeal	бадзырд
appear	фæзынын
appearance	фæзынд
appeared	фæзынд
appetite	аппетит
apple	фæткъуы
application	приложени
apply	спайда кæнын
appointment	фембæлд
appreciate	аргъ кæнын
appreciation	бузныгад
approach	баввахс уæвын
appropriate	аккаг
approval	разыдзинад
approve	бæлвырд кæнын
approved	фидаргонд
approximately	иу
april	Хуымгæнæны мæй
arbitrary	фæндонæй
architect	архитектор
architecture	архитектурæ
archive	архив
are	сты
are you busy	исты кусыс
Are you still there?	Ум ма дæ?
are you there	ум дæ
area	быдыр
argue	хъаугъа кæнын
argument	быцæу
arise	æвзæрын
arm	къух
army	æфсад
around	алыварс
arrange	ифтонг кæнын
arrangement	мадзал
arrangement	равæрд
arrival	æрбацыд
arrive	æрхæццæ уын
arrived	æрцыд
arrogant	сæрыстыр
arrow	фат
art	аивад
article	статья
artificial	аразгæ
artist	актер
as long as	цалынмæ
as well	дæр
as well as	хуызæн
ash	æртхутæг
ashamed	фæкъæмдзæстыг
ask	фарст
asked	бафарста
asleep	фынæй
aspect	цæстæнгас
Assamese	Ассамский
assault	æрбалæбурд
assembly	æмбырд
assertive	фидар
assess	аргъ кæвын
assessment	нысан
asset	актив
assets	активтæ
assign	снысан кæнын
assignment	нысан
assist	æххуыс кæнын
assistant	ассистент
associate	баиумæ кæнын
associated	æмбаст
association	ассоциаци
assume	нхъæлын
assumption	талæн
at	уæлæ
at least	къаддæр-уæддæр
ate	бахордта
athlete	бæгъатыр
attach	бакæнын
attached	фидаргонд
attachment	æмхицдзинад
attack	атакæ
attempt	афæлвæрд
attend	цæуын
attendance	бацыднымæц
attention	хъусдард
attitude	ахаст
attract	химæ здахын
attraction	аттракцион
attraction	разæнгарддзинад
attractive	зӕрдӕмӕдзӕугӕ
attribute	атрибут
audience	аудиенци
august	майрæмы мæй
aunt	фыдыхо
aunt	мадыхо
authentic	бæлвырдон
author	автор
authority	хицаудзинад
autumn	фæззæг
available	æвæдлон
average	æхсæйнаг
avoid	хизын
awake	хъал
award	хæрзиуæг
aware	ӕнкъарын
awareness	æмбарынад
away	иуырдæм
awesome	æгъуыст
awful	æбуалгъ
awkward	диссаджы
Aymara	Аймара
baby	сывæллон
bachelor	бакалавр
bachelor	æнæбинонтæ
back	фæстæмæ
background	фон
bad	æвзæр
bag	хордзен
bait	кæфсайæн
bake	пец
bake	фыцын
bakery	кæрдзынфыцæн
baking soda	содæ
balance	баланс
ball	пурти
Bambara	Бамбара
banana	банан
band	бал
band	тæн
band	æрбабæттын
bang	дæнг
bank	bank
bar	бар
barely	зына-нæзына
bargain	бафидыд
bark	рæйын
barley	хъæбæрхор
barrier	гæрæн
base	базæ
based	бындурæвæрд
basement	дæлхæдзар
basic	бындурон
basically	фылдæр
basil	базилик
batch	парти
bath	найын
bath	хинайæн
bathroom	хинайæндон
battery	бæтæрей
battle	тох
bay	бакæлæн
be	уæвын
be careful	дæхи бахъахъхъæн
beach	пляж
beam	тын
beans	хъæдуртæ
bear	арс
beard	боцъо
bearing	хæссæг
beast	сырд
beat	цæвын
beautiful	рæсугъд
beauty	аивдзинад
became	фестад
because	уый тыххæй
become	суæвын
bed	уат
