a	ߘߐ߫
a little	ߘߜ߭ߐߣߌ
a lot	ߗߡߊ߫
a lot of	ߗߊߡߊ߫
abandon	ߓߵߟߏߞߊ߬
abandoned	ߓߵߟߏߞߊ߬ߙߊ߫
abide	ߞߴߌ ߓߍ߬ ߊ߬ ߡߊ߬
ability	ߛߋߓߊ߯ߦߊ
able	ߓߌߛߋ߫
about	ߞߊ߬
above	ߛߊ߲ߝߍ߬
abroad	ߞߐߞߊ߲߬
absence	ߣߊ߬ߟߌ߬ߓߊߟߌߦߊ
absent	ߕߋ߫ ߦߋ߬
absent	ߡߊ߫ ߣߊ߬
absolutely	ߏ߬ ߦߋ߫ ߗߎߢߍ߫ ߦߋ߫
absorb	ߞߵߊ߬ ߛߊ߬ߡߊ߲߬
abstract	ߜ߭ߊ߲ߛߊ߲ߡߊ
absurd	ߟߊߘߓߌ߬ߟߋ
abundance	ߘߊ߲߬ߕߡߌ
abundant	ߘߣߊ߬ߕߡߌߟߋ
abuse	ߘߊ߲߭ߕߡߌ߬
accent	ߞߎߡߊߗߏߜ߭ߏ
accept	ߛߐ߬
access	ߘߏ߬
access	ߘߏ߲߬ߘߊ
access	ߘߏ߬ߦߙߐ
accident	ߡߴߊ߬ ߟߊߥߟߌ߬ ߊ߬ ߡߊ߬
accommodation	ߟߊ߬ߖߌ߬ߦߊ߬ߟߌ
accomplish	ߞߵߊ߬ ߞߍ߫ ߞߵߊ߬ ߟߊߓߊ߲
accomplished	ߓߊߓߋ߬
according	ߞߊ߫ ߞߎߡߟߊ߫
account	ߖߊ߬ߕߋ߫ ߡߌ߬ߣߍ߬
accuracy	ߕߌߟߋ߲
accurate	ߕߵߟߋ߲
accused	ߕߐ߬ߢߍ߬
ache	ߘߌߡߌ
achieve	ߛߋߙߊ߫
achieve	ߛߐ߬ߙߐ߬
achievement	ߛߙߐ߬ߟߌ
acknowledge	ߝߐ߫
acquaintance	ߘߐߓߊߜ߭ߊ
acquire	ߛߐ߬ߙߐ߬
acquired	ߛߙߐ߬
acquisition	ߛߙߐ߬ߟߌ
across	ߟߊߕߌ߬ߜ߭ߍ߬
act	ߓߊ߯ߙߊ ߞߍߟߋ߫
action	ߣߐ߭
active	ߓߋ߫ ߓߊ߯ߙߟߊ߫
activities	ߓߊ߯ߙߊߥߵ
activity	ߓߊ߯ߙߊ
actor	ߢߊ߬ߙߊ
actual	ߥߜ߭߭ߊߕߌ ߦߌ߲߬
actually	ߌ ߓߊ߫ ߘߐ߫
acute	ߢߎ ߫ ߟߊߓߐߟߋ
adapt	ߘߋ߬ߟߌ߬
add	ߝߙߊ߬
addicted	ߘߊ߬ߙߌ
addition	ߝߙߊ߬ߟߌ ߊ߬ ߞߊ߲߬
additional	ߞߵߊ߬ ߝߙߊ߬ ߞߊ߲߬
address	ߖߌ߬ߦߊ߬ ߦߐߙߐ
adequate	ߓߍ߬ߟߋ߫ ߊ߬ ߡߊ߬
adjacent	ߕߐ߬ߝߍ߬ߡߊ
adjective	ߡߊ߬ߞߎߕߎ
adjust	ߡߊߓߍ߲߬
admire	ߞߊߛߌ߫
admit	ߛߵߊ߬ ߡߊ߬
adopt	ߟߊߡߐ߰
adopt	ߕߊ߬ ߞߵߊ߬ ߟߊߓߏ߬ߢߊ߬
adorable	ߗߍ߬ߞߊߢߌ߬
advance	ߢߍߝߍ߬
advanced	ߕߜ߭ߊߙߊ߫ ߢߍ߫
advantage	ߞߎ߬ߣߊ߬ߖߊ
adventure	ߞߊ߬ߕߊ߫ ߕߎ߲߬ߞߊ߲ ߠߊ߫
adverb	ߞߊ߬ߟߊ
advertisement	ߟߊ߬ߛߋ߬ߟߌ
advertising	ߞߏߝߐߟߌ
