a little	кыратык
a lot	элбэх
a lot of	элбэх
abandon	бырах
abandoned	быраҕыллыбыт
abide	тутус
ability	сатабыл
able	сатыыр
about	туһунан
above	үрдүгэр
abroad	тас дойдуга
absence	суох буолуу
absent	суох буол
absolutely	букатын
absorb	иҥэр
abstract	абстрактнай
absurd	абсурднай
abundance	дэлэйии
abundant	толору
abuse	наһаа туһан
accent	акцент
accept	ылын
access	киирии
accident	түбэлтэ
accommodation	олохтооһун
accomplish	ситис
accomplished	ситистэ
according	быһыытынан
account	усчуот
accuracy	туочунас
accurate	лоп-бааччы
accused	буруйдаммыт
ache	ыарыы
ache	ыалдьар
achieve	ситис
achievement	ситиһии
acknowledge	билин
acquaintance	билсиһии
acquire	ылын
acquired	ылла
acquisition	ылыы
across	нөҥүө
act	дьай
action	дьайыы
active	активнай
activities	тэрээһиннэр
activity	көх
actor	актер
actual	чахчылаах
actually	дьиҥинэн
acute	сытыы
adapt	үөрэн
add	эбии
addicted	тутулуктаах
addition	толоруу
additional	эбии
address	сыһыаннас
address	аадырыс
adequate	адекватнай
adjacent	быысаһа
adjective	даҕааһын
adjust	бэрээдэктээ
admire	астын
admit	билин
adopt	иит
adorable	сөҕүмэр үчүгэй
advance	сыҕарытыы
advance	сыҕарый
advanced	бастыҥ
advantage	ордуга
adventure	быһылаан
adverb	сыһыат
advertisement	реклама
advertising	реклама
advice	сүбэ
advise	сүбэ
advocate	адвокат
advocate	көмүскээ
aesthetic	эстетическай
affair	дьыала
affect	сабыдыал
affection	убаныы
afford	биэр
affordable	ылыахха син
afraid	куттан
after	кэнниттэн
afternoon	күнүс
afterwards	ол кэннэ
again	эмиэ
against	утары
age	саас
agency	агентство
agent	агент
aggressive	кырыктаах
agile	хомоҕой
ago	анараа өттүгэр
agree	сөбүлэс
agreement	сөбүлэһии
agriculture	тыа хаһаайыстыбата
ahead	иннигэр
aid	көмө
aim	сорук
air	салгыс
airport	аэропорт
aisle	эрээт
alarm	аймалҕан
alcohol	аргы
alert	аймалҕан
alive	тыыннаах
all	бары
all right	биир саастаахтар
all the best	бары үчүгэйи
allow	көҥүллээ
allowed	көҥүллэнэр
almost	сыһа
alone	соҕотох
along	кытта
already	бэлиэр
Alright	Сөп
also	даҕаны
alternative	альтернативнай
although	иһин
always	наар
amazing	бэрт
ambiguous	таамах
ambition	амбиция
ambitious	амбициялаах
amend	уларыт
amid	ортотугар
among	ортотугар
among us	биһиги ортобутугар
amount	сумма
amusing	көрүдьүөс
analysis	анализ
ancestors	өбүгэлэр
anchor	дьаакыр
ancient	былыргы
and	уонна
and you	оттон эн
angel	аанньал
anger	уордайыы
angle	муннук
angry	кыыһырбыт
animal	харамай
ankle	бэрбээкэй
anniversary	үбүлүөй
announcement	биллэрии
annoy	кыыһырт
annoyed	кыыһырбыт
annoying	ниэрбэ
annual	сыллааҕы
anonymous	анонимнай
another	атын
answer	хоруй
answer	хоруйдаа
anticipate	өтө көр
anxiety	долгуйуу
anxious	кыһалҕаламмыт
any	ханнык да
anymore	аны
anyone	ким эмит
anything	туох даҕаны
anyway	хайдах да буоллар
anyways	хайдах да буоллар
apart	туспа
apartment	квартира
apologize	буруйгун билин
apparent	чахчы
apparently	быһыылаах
appeal	сыһыаннас
appear	көһүн
appearance	тас көрүҥ
appeared	үөскээтэ
appetite	аһыыр баҕа
apple	дьаабылака
application	туһаныы
apply	туһан
appointment	көрсүһүү
appreciate	сыаналаа
appreciation	махтаныы
approach	сыһыан
approach	сыһыаннас
appropriate	сөп түбэһэр
approval	биһирээһин
approve	биһирээ
approved	биһирэммит
approximately	кэриҥэ
april	муус утар
arbitrary	көҥүл
architect	архитектор
architecture	архитектура
archive	архыып
are	буол
are you	эн
are you busy	сололооххун дуо
are you married	кэргэннээххин дуо
are you married or single	эн кэргэннээххин дуу соҕотоххун дуу
