кыратык	a little
элбэх	a lot
элбэх	a lot of
бырах	abandon
быраҕыллыбыт	abandoned
тутус	abide
сатабыл	ability
сатыыр	able
туһунан	about
үрдүгэр	above
тас дойдуга	abroad
суох буолуу	absence
суох буол	absent
букатын	absolutely
иҥэр	absorb
абстрактнай	abstract
абсурднай	absurd
дэлэйии	abundance
элбэх	abundant
наһаа туһан	abuse
акцент	accent
ылын	accept
киирии	access
түбэлтэ	accident
олохтооһун	accommodation
ситис	accomplish
ситистэ	accomplished
быһыытынан	according
усчуот	account
туочунас	accuracy
сөптөөх	accurate
буруйдаммыт	accused
ыарыы	ache
ыалдьар	ache
ситис	achieve
ситиһии	achievement
өйдөө	acknowledge
билсиһии	acquaintance
ылын	acquire
ылла	acquired
ылыы	acquisition
нөҥүө	across
дьай	act
дьайыы	action
активнай	active
тэрээһиннэр	activities
көх	activity
актер	actor
дьиҥнээх	actual
дьиҥинэн	actually
сытыы	acute
үөрэн	adapt
эбии	add
тутулуктаах	addicted
толоруу	addition
эбии	additional
сыһыаннас	address
аадырыс	address
адекватнай	adequate
быысаһа	adjacent
даҕааһын	adjective
бэрээдэктээ	adjust
астын	admire
билин	admit
иит	adopt
сөҕүмэр үчүгэй	adorable
сыҕарый	advance
сыҕарытыы	advance
бастыҥ	advanced
ордуга	advantage
быһылаан	adventure
сыһыат	adverb
реклама	advertisement
реклама	advertising
сүбэ	advice
сүбэ	advise
адвокат	advocate
көмүскээ	advocate
эстетическай	aesthetic
дьыала	affair
сабыдыал	affect
убаныы	affection
биэр	afford
ылыахха син	affordable
куттан	afraid
кэнниттэн	after
күнүс	afternoon
ол кэннэ	afterwards
эмиэ	again
утары	against
саас	age
агентство	agency
агент	agent
кырыктаах	aggressive
хомоҕой	agile
анараа өттүгэр	ago
сөбүлэс	agree
сөбүлэһии	agreement
тыа хаһаайыстыбата	agriculture
иннигэр	ahead
көмө	aid
сорук	aim
салгыс	air
аэропорт	airport
эрээт	aisle
аймалҕан	alarm
аргы	alcohol
аймалҕан	alert
тыыннаах	alive
бары	all
биир саастаахтар	all right
бары үчүгэйи	all the best
көҥүллээ	allow
көҥүллэммит	allowed
сыһа	almost
соҕотох	alone
кытта	along
бэлиэр	already
Сөп	Alright
эмиэ	also
альтернативнай	alternative
иһин	although
наар	always
бэрт	amazing
таамах	ambiguous
амбиция	ambition
амбициялаах	ambitious
уларыт	amend
ортотугар	amid
ортотугар	among
биһиги ортобутугар	among us
сумма	amount
көрүдьүөс	amusing
анализ	analysis
өбүгэлэр	ancestors
дьаакыр	anchor
былыргы	ancient
уонна	and
оттон эн	and you
аанньал	angel
уордайыы	anger
муннук	angle
кыыһырбыт	angry
харамай	animal
бэрбээкэй	ankle
үбүлүөй	anniversary
биллэрии	announcement
кыыһырт	annoy
кыыһырбыт	annoyed
ниэрбэ	annoying
сыллааҕы	annual
анонимнай	anonymous
атын	another
хоруй	answer
хоруйдаа	answer
өтө көр	anticipate
долгуйуу	anxiety
кыһалҕаламмыт	anxious
ханнык да	any
аны	anymore
ким эмит	anyone
туох даҕаны	anything
хайдах да буоллар	anyway
хайдах да буоллар	anyways
туспа	apart
квартира	apartment
буруйгун билин	apologize
чахчы	apparent
быһыылаах	apparently
сыһыаннас	appeal
көһүн	appear
тас көрүҥ	appearance
үөскээтэ	appeared
аһыыр баҕа	appetite
дьаабылака	apple
туһаныы	application
туһан	apply
көрсүһүү	appointment
сыаналаа	appreciate
махтаныы	appreciation
сыһыаннас	approach
сыһыан	approach
сөптөөх	appropriate
биһирээһин	approval
биһирээ	approve
биһирэммит	approved
кэриҥэ	approximately
муус утар	april
көҥүл	arbitrary
архитектор	architect
архитектура	architecture
архыып	archive
буол	are
эн	are you
сололооххун дуо	are you busy
кэргэннээххин дуо	are you married
эн кэргэннээххин дуу хайдах дуу	are you married or single
Бааргын дуо?	Are you still there?
бааргын дуо	are you there
уобалас	area
мөккүөр	argue
аргумент	argument
тур	arise
илии	arm
армия	army
аттыгар	around
тэрий	arrange
тэрийии	arrangement
кэлии	arrival
кэл	arrive
кэллэ	arrived
улахамсык	arrogant
ох	arrow
искусство	art
ыстатыйа	article
сымыйа	artificial
худуоһунньук	artist
дылы	as
диэри	as long as
эмиэ	as well
курдук	as well as
күл	ash
кыбыстар	ashamed
ыйыт	ask
ыйытта	asked
утуйбут	asleep
өрүт	aspect
Ассамскай	Assamese
саба түһүү	assault
муһун	assembly
дьүккүөрдээх	assertive
сыаналаа	assess
сыаналааһын	assessment
объект	asset
актыыптар	assets
анаа	assign
сорудах	assignment
көмөлөс	assist
көмөлөһөөччү	assistant
бодорус	associate
ситимнээх	associated
ассоциация	association
сабаҕалаа	assume
сабаҕалааһын	assumption
саатар	at least
сиэтэ	ate
спортсмен	athlete
сыһыар	attach
сыһыарыллыбыт	attached
сыһыарыы	attachment
саба түһүү	attack
буоруоба	attempt
боруобалаа	attempt
сырыт	attend
сылдьыы	attendance
болҕомто	attention
сыһыан	attitude
умсугут	attract
аттракцион	attraction
кыраһыабай	attractive
сыһыарыы	attribute
аудитория	audience
атырдьах ыйа	august
эдьиий	aunt
эдьиий	aunty
дьиҥнээх	authentic
ааптар	author
былаас	authority
күһүн	autumn
баар	available
орто	average
тумун	avoid
уһуктубут	awake
наҕараада	award
бил	aware
билии	awareness
ыраах	away
бэрт	awesome
дьаабы	awful
кыбыстыылаах	awkward
Аймара	Aymara
ньирэй оҕо	baby
сулумах	bachelor
кэтэх	back
фон	background
куһаҕан	bad
суумка	bag
мэҥиэ	bait
буһар	bake
пекарня	bakery
ас содата	baking soda
ыйааһыҥҥын тэҥнээ	balance
баланс	balance
мээчик	ball
Бамбара	Bambara
банан	banana
бөлөх	band
тоҥсуй	bang
баан	bank
буруус	bar
арыычча	barely
түһэрис	bargain
хатырык	bark
үр	bark
нэчимиэн	barley
мэһэй	barrier
база	base
базатыгар	based
оҥкучах	basement
сүрүн	basic
сүнньүнэн	basically
базилик	basil
көрсүү оҕото	bastard
баартыйа	batch
ванна	bath
суунар сир	bathroom
батарея	battery
кыргыһыы	battle
порт	bay
буол	be
сэрэхтээх буол	be careful
пляж	beach
сардаҥа	beam
горох	beans
эһэ	bear
тулуй	bear
бытык	beard
тирэх	bearing
кыыл	beast
оҕус	beat
ритм	beat
кэрэ	beautiful
кэрэ	beauty
буолбут	became
тоҕо диэтэххинэ	because
буол	become
орон	bed
утуйар хос	bedroom
тигээйи	bee
эт	beef
сылдьыбыта	been
пиибэ	beer
иннинэ	before
саҕалаата	began
саҕалаа	begin
саҕалааһын	beginning
аатыттан	behalf
тутта сырыт	behave
быһыы-майгы	behavior
быһыы	behaviour
кэннигэр	behind
буол	being
итэҕэл	belief
итэҕэй	believe
ис	belly
киэнэ буол	belong
тапталлаах	beloved
аллараа	below
кур	belt
ыскамыайка	bench
токурут	bend
анныгар	beneath
туһата таһаарын	benefit
барыс	benefit
барыстар	benefits
таһыгар	beside
ураты	besides
саамай ордук	best
ситиһиини	best of luck
бары үтүөнү кытта	best regards
ордук	better
икки ардыгар	between
утах	beverage
таһыгар	beyond
Бходжпури	Bhojpuri
эрдэттэн санаммыт	bias
соруйан хасыһар	biased
велосипед	bicycle
туруоруу	bid
улахан	big
велосипед	bike
усчуот	bill
баай	bind
көтөр	bird
төрөөбүт күн	birthday
кыратык	bit
ытыр	bite
ытырыы	bite
аһыы	bitter
хара	black
бии	blade
буруйдаа	blame
буруй	blame
ичитэх	blank
сабыы	blanket
эстии	blast
туртат	bleach
булкуй	blend
алгыс	bless
алгыстаах	blessed
көрбөт	blind
дьол	bliss
блоктаа	block
хаан	blood
тылын	bloom
үр	blow
халлаан күөх	blue
сыппах	blunt
тахта	board
тыы	boat
эт-хаан	body
буһар	boil
хорсун	bold
ситим	bond
уҥуох	bone
сайаапка хааллар	book
кинигэ	book
түргэтэтии	boost
түргэтэт	boost
күүһүрдээччи	booster
бачыыҥка	boot
бачыыҥкалар	boots
кыраныысса	border
үүттээ	bore
чуҥкуйбут	bored
чуҥкук	boring
төрөөбүт	born
уларыс	borrow
тойон	boss
иккиэн	both
мэһэйдээ	bother
бытыылка	bottle
түгэх	bottom
атыыласта	bought
өрүтэ көт	bounce
быыс	bound
кыраныыссалар	boundaries
тоҥхос	bow
хабах	bowl
дьааһык	box
уол оҕо	boy
уол	boyfriend
бырасылыат	bracelet
мэйии	brain
салаа	branch
бренд	brand
хорсут	brave
кэһии	breach
килиэп	bread
алдьат	break
туормас	break
сарсыардааҥҥы ас	breakfast
түөс	breast
тыын	breath
тыын	breathe
боруода	breed
кирпиичэ	brick
кийиит	bride
көпүрө	bridge
кылгас	brief
сырдык	bright
бриллиант	brilliant
аҕал	bring
нохоо	bro
киэҥ	broad
көрдөр	broadcast
алдьаммыт	broke
алдьаммыт	broken
сиппиир	broom
быраат	brother
уол кылын	brother in law
аҕалла	brought
хороҥ	brown
суокка	brush
солуур	bucket
доҕор	buddy
бюджет	budget
хамырдыас	bug
тут	build
тутуу	building
тутуллубут	built
масса	bulk
оҕус	bull
атаҕастаа	bully
саайын	bump
баайыы	bunch
тутум	bundle
сүгэһэрдээ	burden
ыарык	burden
көмүллүбүт	buried
умай	burn
тэһин	burst
көм	bury
автобус	bus
ук	bush
бизнес	business
бюст	bust
иллэҥэ суох	busy
ол эрээри	but
арыы	butter
лыах	butterfly
тимэх	button
атыылас	buy
устун	by
арба	by the way
бакаа	bye
хапыыста	cabbage
кабинет	cabinet
килиэккэ	cage
бөрүөк	cake
торбос	calf
ыҥыр	call
ыҥырыы	call
миэхэ эрий	call me
ыҥырда	called
чуумпу	calm
кэллэ	came
хампаанньа	campaign
кыах	can
боллуон	can
сатаммат	can't
Соттор	Cancel
раак	cancer
сатыыр	capable
киэли	capacity
киин	capital
сурук	caption
тут	capture
массыына	car
карьера	career
сэрэхтээх	careful
сэрэнэн	carefully
ээл-дээл	careless
кыһамньылаах	caring
болуотунньук	carpenter
көбүөр	carpet
моркуоп	carrot
сүк	carry
салҕаа	carry on
оҥорр	carry out
дьыала	case
харчы	cash
бырах	cast
замок	castle
күннээҕи	casual
куоска	cat
тут	catch
категория	category
сүөһү	cattle
тутта	caught
аҕал	cause
сылтах	cause
болҕомто	caution
сэрэхтээх	cautious
хайа хаспаҕа	cave
тохтот	cease
үрүт	ceiling
бырааһынньыктаа	celebrate
клетка	cell
киин	center
үйэ	century
хлопья	cereal
церемония	ceremony
чахчылаах	certain
чопчу	certainly
туоһу сурук	certificate
сыап	chain
олоппос	chair
бэрэбиэркэлээ	challenge
бэрэбиэркэ	challenge
тоҕоос	chance
уларыт	change
бутумах	chaos
персонаж	character
характеристика	characteristics
иит	charge
үтүөнү оҥоруу	charity
абылыыр	charming
чарт	chart
сырыс	chase
кэпсэтии	chat
кэпсэт	chat
чэпчэки	cheap
албыннаа	cheat
албыннааһын	cheating
бэрэбиэркэлээ	check
бэрэбиэркэ	check
сыҥаах	cheek
үөр	cheer
үөрбүт-көппүт	cheerful
уруй айхал	cheers
сыыр	cheese
химия	chemistry
сыаналаа	cherish
дуобат	chess
түөс	chest
ыстаа	chew
куурусса	chicken
кылаабынай	chief
оҕо	child
оҕо саас	childhood
оҕолор	children
тымныт	chill
тымныы	chill
үөлэс	chimneys
иэдэс	chin
шоколад	chocolate
талыы	choice
тал	choose
быс	chop
дьиэтээҕи үлэ	chores
эмиччээхэй	chubby
таҥара дьиэтэ	church
корица	cinnamon
төгүрүмтэ	circle
өрүттэр	circumstances
олохтоох	citizen
куорат	city
бэрэтиэнсийэ	claim
эрэй	claim
чуолкайдаа	clarify
кылаас	class
туой	clay
ыраас	clean
ыраастаа	clear
ыраас	clear
клерк	clerk
өйдөөх	clever
клиент	client
очуос	cliff
климат	climate
ытын	climb
сыстыган	clingy
чаһыы	clock
сап	close
ыскаап	closet
таҥас	cloth
таҥас	clothes
былыт	cloud
былыттаах	cloudy
клоун	clown
сылтах	clue
көнтөрүк	clumsy
кластер	cluster
тренер	coach
тренировкалаа	coach
чох	coal
биэрэк	coast
сон	coat
кофе	coffee
когнитивнай	cognitive
түбэһии	coincidence
тымныы	cold
эстии	collapse
саҕа	collar
колледж	colleague
бииргэ үлэлээччилэр	colleagues
хомуй	collect
коллекция	collection
колледж	college
өҥ	color
өҥө суох от күөх идеялар	colorless green ideas slept furiously
өҥ	colour
колоннка	column
тараах	comb
комбинация	combination
холбоо	combine
кэл	come
кэл манна	come here
чэ эрэ	come on
көнньүөр	comfort
тоҕостоох	comfortable
сотору	coming
сотору	coming soon
хамаандалаа	command
комментарий	comment
эргиэн	commercial
комиссия	commission
оҥор	commit
эбэһээтэлистибэ	commitment
бэриниилээх	committed
табаар	commodity
уопсай	common
кэпсэт	communicate
сибээстэһии	communication
уопсастыба	community
тиий	commute
аргыс	companion
компания	company
тэҥнээн көр	compare
тэҥнээһин	comparison
аһыныгас буолуу	compassion
аһыныгас	compassionate
дьүөрэлэһэр	compatible
бүппүт	compete
компетентнай	competent
күрэх	competition
кыайан куотуһар	competitive
үҥүс	complain
үҥсүү	complaint
эбии	complement
эп	complement
бүтэр	complete
бүтүннүү	completely
комплекс	complex
дьүөрэлээһин	compliance
ыарахан	complicated
хайҕааһын	compliment
тутус	comply
композиция	composition
холбооһун	compound
өйдөөһүн	comprehension
бары өттүнэн	comprehensive
компромисс	compromise
булгуччулаах	compulsory
компьютер	computer
түм	concentrate
концепт	concept
дьиксинии	concern
дьиксий	concern
долгуйар	concerned
концерт	concert
түмүк	conclusion
быһаччы	concrete
бетоннаа	concrete
бетон	concrete
турук	condition
усулуобуйалар	conditions
ыыт	conduct
конференция	conference
билин	confess
эрэнии	confidence
эрэллээх	confident
бигэргэт	confirm
иирсээн	conflict
булкуллубут	confused
бутуллуу	confusion
эҕэрдэ	congrats
