una	a
un	a
un poo	a little
tant	a lot
fiss	a lot
tants	a lot of
un sac de	a lot of
un frac de	a lot of
bandonar	abandon
bandonad	abandoned
conviver	abide
abilitaa	ability
bon	able
incirca	about
sora	above
ester	abroad
assenza	absence
assent	absent
assolutament	absolutely
sorbir	absorb
astrat	abstract
ridicol	absurd
bondanzia	abundance
bondant	abundant
violenza	abuse
abus	abuse
acent	accent
acetar	accept
acess	access
incident	accident
lojar	accommodation
compir	accomplish
compid	accomplished
segond	according
cunt	account
precision	accuracy
precis	accurate
acusad	accused
cusad	accused
dolor	ache
rivar	achieve
otegnir	achieve
conquista	achievement
reconosser	acknowledge
cognizion	acquaintance
conossanza	acquaintance
aquisir	acquire
aquisid	acquired
aquisizion	acquisition
a travers de	across
ait	act
azion	action
ativ	active
ativitaa	activities
ativitaa	activity
ator	actor
real	actual
verament	actually
guz	acute
adatar	adapt
jontar	add
dipendent	addicted
jonta	addition
adizion	addition
ajontiv	additional
adress	address
indiriz	address
adeguad	adequate
in fianc	adjacent
ajetiv	adjective
justar	adjust
regolar	adjust
amirar	admire
ameter	admit
adotar	adopt
adorabel	adorable
anticip	advance
avanzad	advanced
vantaj	advantage
aventura	adventure
averbi	adverb
ereclam	advertisement
far ereclam	advertising
consei	advice
conseiar	advise
sostenidor	advocate
esteteg	aesthetic
afari	affair
influenzar	affect
interessar	affect
afet	affection
permeter-s	afford
convenient	affordable
timoreç	afraid
despœ	after
dop	after
a bass	afternoon
dopmezdì	afternoon
pœ	afterwards
ancamò	again
anc'mò	again
contra	against
etaa	age
ajenzia	agency
ajent	agent
agressiv	aggressive
ajil	agile
indree	ago
vesser dacordi	agree
concordar	agree
acordi	agreement
acord	agreement
agricoltura	agriculture
inanz	ahead
aiud	aid
aid	aid
mirar	aim
aria	air
areoport	airport
corridora	aisle
alarm	alarm
alcol	alcohol
alerta	alert
avis	alert
viv	alive
tuts	all
tut a post	all right
i inguri plussee bei	all the best
permeter	allow
permetud	allowed
squas	almost
asquas	almost
in deperluu	alone
adree	along
jà	already
jamò	already
Va ben	Alright
a post	Alright
anca	also
alternativa	alternative
anca se	although
semper	always
sont	am
incredibel	amazing
ambigov	ambiguous
ambizion	ambition
ambizios	ambitious
modifegar	amend
intra	amid
intra	among
intra nuolter	among us
intra de nun	among us
intra de nunc	among us
import	amount
divertent	amusing
una	an
un	an
analisi	analysis
av	ancestors
ancora	anchor
antig	ancient
e	and
e ti	and you
anjel	angel
anjol	angel
rabia	anger
angol	angle
inrabid	angry
animal	animal
cavicc	ankle
cavigia	ankle
aniversari	anniversary
comunegad	announcement
dar fastidi	annoy
vesser noios	annoy
stuf	annoyed
noios	annoying
annual	annual
anonem	anonymous
un olter	another
resposta	answer
anticipar	anticipate
ansia	anxiety
ansios	anxious
qualsessia	any
plu	anymore
qissessia	anyone
quaicoss	anything
qualsessia roba	anything
comessessia	anyway
a bon cunt	anyway
de tute i manere	anyway
comessessia	anyways
a bon cunt	anyways
de tute i manere	anyways
separad	apart
apartement	apartment
ciamar scusa	apologize
aparent	apparent
aparentement	apparently
ricors	appeal
parer	appear
aspet	appearance
comparid	appeared
apetit	appetite
pom	apple
aplicazion	application
aplicar	apply
apontament	appointment
pontell	appointment
aprezar	appreciate
aprezament	appreciation
aproç	approach
adeguad	appropriate
aprovazion	approval
aprovar	approve
aprovad	approved
aprossimativament	approximately
avril	april
april	april
arbitrari	arbitrary
arqitet	architect
arqitetura	architecture
guarnar	archive
arqiviar	archive
a inn	are
ta seet	are you
seet	are you
seet ciapad	are you busy
ta seet ciapad	are you busy
seet sposada	are you married
seet maridad	are you married
seet sposada o marella	are you married or single
ge seet anc'mò ?	Are you still there?
ta ge seet anc'mò ?	Are you still there?
ta ge seet ancamò ?	Are you still there?
ta seet lì	are you there
seet lì	are you there
area	area
discuter	argue
discussion	argument
levar su	arise
braç	arm
esercit	army
in torn	around
in jir	around
sistemar	arrange
ranjar	arrange
sistemazion	arrangement
ariv	arrival
rivar	arrive
rivad	arrived
arogant	arrogant
fliça	arrow
art	art
articol	article
artifiçal	artificial
artista	artist
comè	as
'mè	as
assee qe	as long as
anca	as well
comè	as well as
cender	ash
vergognar-s	ashamed
ciamar	ask
domandar	ask
domandad	asked
ciamad	asked
indorment	asleep
aspet	aspect
assames	Assamese
assalt	assault
assemblea	assembly
assertiv	assertive
valutar	assess
valutazion	assessment
risorsa	asset
patrimoni	assets
resorse	assets
assegnar	assign
compit	assignment
assister	assist
assistent	assistant
collega	associate
associad	associated
soci	associated
associazion	association
suponer	assume
suposizion	assumption
a	at
almen	at least
almanc	at least
mangiad	ate
maiad	ate
atleta	athlete
tacar	attach
allegar	attach
allegad	attached
allegad	attachment
atac	attack
tentativ	attempt
asister	attend
presenza	attendance
atenzion	attention
atejament	attitude
atirar	attract
atrazion	attraction
atraent	attractive
atribut	attribute
publeg	audience
agost	august
avost	august
ameda	aunt
medina	aunty
amedina	aunty
autenteg	authentic
autor	author
autoritaa	authority
autum	autumn
autun	autumn
disponibel	available
media	average
evitar	avoid
descantad	awake
dessedad	awake
premi	award
consapevol	aware
consapevoleza	awareness
via	away
maraveios	awesome
tremend	awful
intreg	awkward
aymara	Aymara
bagain	baby
marell	bachelor
balzan	bachelor
s'ciena	back
sfond	background
cativ	bad
borsa	bag
baga	bag
camuf	bait
cœxer	bake
prestin	bakery
bicarbonad	baking soda
equilibri	balance
balla	ball
bambara	Bambara
banana	banana
banda	band
colp	bang
banca	bank
bar	bar
trani	bar
osteria	bar
amalastant	barely
ocasion	bargain
afari	bargain
boiar	bark
orji	barley
transena	barrier
bas	base
basad	based
soterani	basement
cantina	basement
basilar	basic
prategament	basically
basileg	basil
bastard	bastard
partida	batch
bagn	bath
bagn	bathroom
bateria	battery
bataia	battle
golf	bay
vesser	be
atent	be careful
spiaja	beach
spera	beam
faxœi	beans
sostegnir	bear
barba	beard
portament	bearing
bes'cia	beast
bestia	beast
batid	beat
bellissem	beautiful
belleza	beauty
diventad	became
perqè	because
diventar	become
leit	bed
stanza	bedroom
ava	bee
avia	bee
maz	beef
stait	been
bira	beer
prima	before
inanz	before
principiad	began
començad	began
principiar	begin
començar	begin
principi	beginning
per cunt	behalf
comportar-s	behave
comportament	behavior
comportament	behaviour
dedree	behind
vesser	being
credenza	belief
creder	believe
pança	belly
pertocar	belong
partegner	belong
amad	beloved
sota	below
centura	belt
centa	belt
banqeta	bench
piegar	bend
de sota	beneath
vantaj	benefit
benefici	benefit
vantaj	benefits
benefici	benefits
a part	beside
in plu	besides
de soraplu	besides
el plussee bon	best
el meior	best
el plussee brav	best
bona furtuna	best of luck
jentii saluds	best regards
meior	better
intra	between
beveraj	beverage
bibita	beverage
passad	beyond
bhojpuri	Bhojpuri
prejudizi	bias
prevegnud	biased
bicicleta	bicycle
inxubir	bid
grand	big
gross	big
spiciola	bike
bici	bike
banconota	bill
ligar	bind
uxell	bird
compleann	birthday
toc	bit
piada	bite
mors	bite
amar	bitter
neger	black
lama	blade
colpa	blame
vœid	blank
vœd	blank
coverta	blanket
esplosion	blast
candejina	bleach
messedar	blend
benedizion	bless
benedet	blessed
orb	blind
beatitudin	bliss
bloc	block
sang	blood
fioridura	bloom
bof	blow
blœ	blue
miga codad	blunt
miga molad	blunt
pestalard	board
barca	boat
corp	body
buir	boil
strigoz	bold
zovald	bold
ligam	bond
oss	bone
liber	book
ruzon	boost
froc	boost
buton	boost
aplifegador	booster
stival	boot
stivai	boots
confin	border
stufir	bore
stuf	bored
stufir	boring
nassud	born
ciapar in prestit	borrow
