ཨ༌ཙི༌ཅིག༌	a little
ལེ༌ཤ༌རང༌	a lot
མང་ཤོས་ཅིག	a lot of
སྤང་ནི་	abandon
སྤང༌ནི༌	abandoned
གནས་ནི་	abide
འཁྲིལ་ནི་	abide
ལྕོགས༌གྲུབ༌	ability
འབད་ཚུགས་པ་	able
སྐོར་ཆ	about
སྐོར་ལས་	about
ལྟག་ལུ་	above
ཕྱི་རྒྱལ་ལུ་	abroad
ཆད༌	absence
མེདཔ༌	absent
མཐའ་གཅིག་ཏུ་	absolutely
ཆ་ཚང་	absolutely
ཐིམ་ནི་	absorb
ལེན་ནི་	absorb
ཧ་གོ་ནི་	absorb
བཅུད༌དོན༌	abstract
བློར༌སྣང༌	abstract
ཁུངས་མེདཔ་	absurd
མེས་མེདཔ་	absurd
ལེ༌ཤ༌	abundance
ལེ༌ཤ༌	abundant
ལོག༌སྤྱོད༌	abuse
རྗོད༌གདངས༌	accent
ལེན་ནི་	accept
ངོས་ལེན་འབད་ནི་	accept
ལྷོད༌ལམ༌	access
གོ༌སྐབས	access
ཐུག་རྐྱེན་	accident
སྡོད༌གནས༌	accommodation
ཡོངས་སུ་གྲུབ་ནི་	accomplish
གྲུབ༌ཡོདཔ	accomplished
འཁྲིལ་ཏེ་	according
རྩིས་ཁྲ་	account
ཁ་བྱང་	account
ལོ་རྒྱུས་	account
བརྟན་བརྟན་	accuracy
ངེས་བདེན་	accurate
ཁ༌ཉེས༌ཕོག༌པ༌	accused
ཁ༌ཉེས༌འདུ༌མི༌	accused
ན་ཟུག	ache
གྲུབ་ནི་	achieve
མཐར༌འཁྱོལ༌	achievement
དགའ༌ཚོར༌བསྐྱེད༌ནི༌	acknowledge
ངོས༌ལེན༌འབད༌ནི༌	acknowledge
ངོ་ཤེས་	acquaintance
ཐོབ་ནི་	acquire
ཐོབ་ཡོདཔ་	acquired
ཐོབ་པ་	acquisition
བདོག་གཏད	acquisition
ཕར་ཁར་	across
ལད༌སྲོལ༌	act
བཅའ༌ཁྲིམས༌	act
བྱ༌བ༌	act
ལཱ༌	action
དང༌ལེན༌	action
ངར་ཡེང་ཡེ་	active
ལས་སྣ་	activities
ལས༌སྣ	activity
འཁྲབ་རྩེདཔ	actor
ངོ༌མ༌ར༌	actual
ངོ་མ་འབད་བ་ཅིན་	actually
གསལ༌དྲགས༌	acute
ཚབས༌ཆེན༌	acute
སྒྲིག༌བཅོས༌འབད༌ནི	adapt
མཐུན༌པར༌འགྱུར༌ནི༌	adapt
ཁ༌སྐོང༌བཀལ༌ནི༌	add
བསྡོམ༌ནི༌	add
ལང༌ཤོར༌ཐལ༌ཡོདཔ༌	addicted
ཧེང༌སྐལ༌	addition
བསྡོམས༌རྩིས༌	addition
ཁ༌སྐོང༌	additional
ལྷན༌ཐབས༌	additional
སེལ༌ནི༌	address
ཁ༌འབྱང༌	address
ལངམ༌	adequate
འདབས༌འབྲེལ༌	adjacent
མིང་གི་ཁྱད་ཚིག	adjective
སྙོམས་མཐུན་བཟོ་ནི་	adjust
སེམས༌ཁར༌འབབ༌ནི༌	admire
ཁ༌བཟེད༌ནི	admit
ཆ༌འཇོག༌འབད༌ནི༌	adopt
བུ༌ཚབ༌ལེན༌ནི	adopt
སེམས་ཁར་འབབ་ཏོག་ཏོ་	adorable
སྔོན་བྱིན་	advance
སྔ་གཡར་	advance
ཡར་རྒྱས་འགྱོ་ཡོདཔ་	advanced
ཁེ་ཕན་	advantage
སྟབས་བདེ	advantage
དཔའ༌རྩལ༌ལཱ༌	adventure
འཚེར༌སྣང༌མེད༌པའི༌ལཱ༌	adventure
དབྱེ་ཚིག	adverb
བྱ་བའི་ཁྱད་ཚིག	adverb
ཚོང༌བསྒྲགས༌	advertisement
ཚོང༌བསྒྲགས༌	advertising
བསླབ་བྱ་	advice
བསླབ༌བྱ༌	advise
རྩོད༌ཚབ༌པ༌	advocate
སྐུལ༌ཁྱབ༌བརྡ༌སྤྲོད༌འབད༌བ	advocate
མཛེས༌ཆ༌དང༌འབྲེལ༌བ༌	aesthetic
ལས༌དོན༌	affair
དགའ༌འབྲེལ	affair
འགྱུར་བ་འབྱུང་ནི་	affect
ཕན་གནོད་འབྱུང་ནི་	affect
བརྩེ༌གདུང༌	affection
ཚུགས་ནི	afford
ཟད༌འགྲོ༌བཏང༌ཚུགས༌པ	affordable
འདྲོག་ནི་	afraid
ཤུལ༌ལས༌	after
ཉིན༌མ༌	afternoon
འདིའི༌ཤུལ༌ལས༌	afterwards
ལོག༌ཅི༌	again
རྒྱབ་འགལ་དུ་	against
ལོགས་སུ་	against
དུས་ཚོད་	age
ལོ་ན་	age
ངོ་ཚབ་ལས་ཁུངས	agency
ལས་ཚབ	agency
ལས་སྡེ	agency
ངོ༌ཚབ	agent
དྲག་རྒོལ་ཅན་	aggressive
དབང་བཙོང་ཅན་	aggressive
རྐང་ལག་རྩལ་ཅན	agile
རིག་པ་གསལ་དྲགས	agile
དང༌ཕུ༌	ago
ཁ་འཆམ་ནི་	agree
གན༌རྒྱ༌	agreement
སོ༌ནམ༌གྱི༌ལཱ	agriculture
ཧེ་མ་	ahead
ཆ༌རོགས༌འབད༌ནི	aid
དམིགས་པ་བསྐྱེད་ནི་	aim
རླུངམ༌	air
གནམ་གྲུ་ཐང༌	airport
སྡོད༌ཁྲིའི༌བར༌ལམ	aisle
ཉེན་བརྡ	alarm
ཨ་རག	alcohol
ཆང༌	alcohol
དྲན༌ཤེས༌ཅན༌	alert
ཉེན༌བརྡ༌འབད༌ནི༌	alert
གསོན༌པོ༌གནས༌ནི	alive
གེ་ར་	all
བཏུབ་པས	all right
ལེགས་ཤོམ	all right
བཀྲིས་ལེགས་སྨོན	all the best
བྱིན་ནི་	allow
བཅུག་ནི་	allow
འབད་བཅུག་ཡོདཔ་	allowed
ཧ་ལམ་ཅིག་	almost
རྐྱངམ་གཅིག་	alone
གཅིག༌ཁར༌	along
ཧེ་མ་ལས་	already
བཏུབ་	Alright
ཡང་	also
ཀྱང་	also
འང་	also
གོ༌སྐབས༌གཞན	alternative
གདམ༌ཁ༌	alternative
ཨིན༌རུང༌	although
ཨ་རྟག་ར་	always
འབྲེལ་བའི་བྱ་ཚིག་	am
ཧ་ལས་སི་སི་	amazing
གོ༌དོན༌རྙོག༌དྲགས༌ཅན	ambiguous
བརྡ༌དོན༌ངེས༌མེད༌	ambiguous
རེ༌འདོད༌	ambition
འཐོབ༌འདོད	ambition
རེ་འདོད་ཅན་	ambitious
སྦོམ་	ambitious
ལེགས་བཅོས་འབད་ནི	amend
དག་བཅོས	amend
སྦུག༌ན༌	amid
སྦུག༌ལས༌	amid
གྱལ་ཁ་	among
ང་བཅས་ཀྱི་སྦུག་ན	among us
འབོར༌ཚད༌	amount
དགའ་བཅུག་ནི་	amusing
ཅིག་	an
དཔྱད་ཞིབ་	analysis
མི་རྒྱུད	ancestors
གསལ༌བཤད༌པ༌	anchor
ཧེ༌མ༌	ancient
དང༌	and
ཁྱོད༌	and you
མཁའ༌འགྲོ༌མ༌	angel
ཙིགཔ༌	anger
ལྟ་ཐངས་	angle
ལྟ་ཚུལ་	angle
ཙིགཔ་ཟ་ནི་	angry
སེམས་ཅན	animal
བོལ༌ཚིགས༌	ankle
དུས༌དྲན༌	anniversary
ཁྱབ་བསྒྲགས	announcement
ཙིགཔ་ཟ་ནི་	annoy
ཙིགཔ༌ཟ༌ཡོདཔ༌	annoyed
ཙིག་མུག་ལང་སི་སི་	annoying
ལོ་བསྟར་བཞིན་དུ	annual
མིང་མེད	anonymous
སོ་སོ་	another
ལན་གསལ་	answer
རེ༌བ༌བསྐྱེད༌ནི༌	anticipate
སྡུག་བསྔལ་	anxiety
ཚ་གྱང་	anxiety
ཚ༌གྱང༌ཅན༌	anxious
ག་འབད་རུང་	any
དོ༌རུང༌	anymore
ག༌འབད༌རུང༌	anyone
ག་ཅི་འབད་རུང་	anything
ག༌ལས༌སྐོར༌རུང༌	anyway
ག་ལས་སྐོར་རུང༌	anyways
ག་དེ་འབད་རུང	anyways
སོ༌སོར༌	apart
ཁང༌ཚན༌ཅིག༌	apartment
བཤགས་པ་ཕུལ་ནི་	apologize
མངོན་གསལ	apparent
སྣང་ཚུལ	apparent
མཐོང་ཚུལ་	apparently
མངོན་གསལ་	apparently
མཐོ་གཏུག་	appeal
སེམས་ཤོར་ནི་	appeal
འབྱུང་ནི	appear
འཐོན་ནི་	appear
བཟོ་དབྱིབས་	appearance
མཐོང་ཚུལ་	appearance
ཐོན་ནི་	appeared
ཟ༌ཁམས༌	appetite
སྤྲོ༌བ༌	appetite
དང༌འདོད༌སྦོམ༌	appetite
ཨེ༌པཱལ	apple
ཞུ་ཚིག་	application
ལག་ལེན	application
ལག་ལེན་འཐབ་ནི་	apply
བཙུགས་ནི་	apply
དབུར་ནི་	apply
གཡོག	appointment
དུས་སྟབས་	appointment
འགན་ཁུར་	appointment
ངལ་རངས་ནི་	appreciate
ངལ་རངས་	appreciation
བཅར་ནི་	approach
གདོང་ལེན་འབད་ནི་	approach
འོས་འབབ་ཡོད་མི་	appropriate
གནང༌བ༌	approval
ངོས༌ལེན	approval
ཆ༌འཇོག༌	approve
ངོས༌ལེན༌	approve
ཆ༌འཇོག༌འབད༌ཡོདཔ	approved
ཧ༌ལམ	approximately
སྤྱི་ཟླ་	april
པ	april
ཚུལ་མིན་གྱི་	arbitrary
བང་བཙོང་གི་	arbitrary
བཀོད༌དཔོན༌	architect
གཞི༌བཙུགས༌འབད༌མི	architect
བཟོ༌བཀོད༌རིག༌པ	architecture
བསྡུ་གསོག་འབད་ནི	archive
གཏན་མཛོད་	archive
ཚུ་	are
ཁྱོད	are you
ཁྱོད༌དལཝ༌མེད༌ག?	are you busy
ཁྱོད་གཉེན་རྐྱབ་ཅིག་ག?	are you married
ཁྱོད༌གཉེན༌རྐྱབ༌ཅིག༌ག༌མ༌རྐཡབ?	are you married or single
ཁྱོད་ཕ་ར་ཡོད་ག?	Are you still there?
ཁྱོད་ན་ར་ཡོད་ག?	are you there
ས༌གནས༌	area
ཁ༌གཤགས༌རྐྱབ༌ནི༌	argue
ཁ༌ཤགས༌	argument
ཤར་ནི་	arise
འབྱུང་ནི་	arise
ལགཔ་	arm
ཡན་ལག་	arm
དམག་སྡེ	army
སྡེ་ཚོགས	army
མཐའ་མར་	around
གྲ་སྒྲིག་འབད་ནི་	arrange
སྒྲིག༌ཆ	arrangement
གྲ༌སྒྲིག༌	arrangement
ལྷོད༌ནི༌	arrival
ལྷོད་ནི་	arrive
ལྷོད༌ཡོདཔ༌	arrived
ང་རྒྱལ་ཅན་	arrogant
མདའ་རྟགས	arrow
མདའ	arrow
སྒྱུ་རྩལ་	art
རིག་རྩལ་	art
རྩ ཚན་	article
རྩོམ་བྲིས་	article
བཅོས༌མ	artificial
སྒྱ་རྩལ་མཁནམ	artist
ལྟར་དུ་	as
བཞིན་དུ་	as
དེམ༌ཅིག༌གི༌རིང༌	as long as
འ༌ནཱི༌ཡང༌	as well
འ༌ནཱི༌ཡང༌	as well as
གོ་ཐལ	ash
ངོ༌ཚ༌བ༌	ashamed
དྲི་ནི་	ask
དྲིས་ཡོདཔ་	asked
གཉིད་ཐལ་ནི	asleep
རྣམ་པ	aspect
ཨ་སམ་མིསི	Assamese
རྒོལ༌རྡུང༌	assault
གནོད༌བཀལ༌	assault
ལྷན༌འཛོམས༌	assembly
ཚོགས༌འདུ	assembly
ཁུངས༌ཅན༌	assertive
བརྟག༌ཞིབ༌འབད༌ནི༌	assess
གནས་རྩིས་	assessment
བརྟག་ཞིབ་	assessment
རྒྱུ་དངོས	asset
རྒྱུ༌དངོས༌	assets
བདོག༌གཏད	assets
སྤྲོད་ནི་	assign
ལས་འགུལ་	assignment
ལཱ་འགན་	assignment
ཆ༌རོགས༌འབད༌ནི	assist
ཞིབ༌རོགས༌	assistant
ལས༌རོགས	assistant
འབྲེལ་བ་ཡོདཔ་	associate
འབྲེལ་བ་ཡོདཔ	associated
འབྲེལ༌བ༌	association
ཚོགས༌པ༌	association
བསམ༌ནི༌	assume
འགན༌ལེན༌ནི༌	assume
བསམ༌པ	assumption
ལུ་	at
ཨ་ནི་ཅིག་	at least
ཟ༌བའི༌འདས༌ཚིག	ate
ལུས་རྩལ་པ	athlete
སྦྱར༌ནི༌	attach
བརྩི༌ནི༌	attach
ཆགས༌ནི	attach
སྦྱར་ནི་	attached
སྦྲག་ནི་	attached
ཞེན༌ཆགས༌	attachment
མཉམ༌སྦྲགས༌	attachment
དབང་གནོན	attack
གནོད་འཚུབ་བཀལ་ནི	attack
སྐྱོན་བརྗོད་འབད་ནི	attack
དཔའ་བཅམ་	attempt
ལས་སྦྱོར་	attempt
འགྱོ༌ནི༌	attend
འཛུལ༌ནི༌	attend
ངོ་འཛོམས་	attendance
ཞབས་བཅར་	attendance
ཡོད་ཐོ་	attendance
རིག་གཏད་	attention
འབད་གཞག་	attitude
སེམས༌ཤོར༌ནི༌	attract
ཡིད་འཕྲོག	attraction
ཡིད་འོང་	attraction
སེམས་ཤོར་སི་སི་	attractive
ཁྱད༌ཆོས༌	attribute
ཆེད༌བརྗོད༌འབད༌ནི	attribute
ལྟདམོ་ལྟ་མི་	audience
སྤྱི་ཟླ་བརྒྱད་པ་	august
ཨ་ནེ་	aunt
ཨམ་ཅུམ	aunty
ཨ་མ	aunty
ཨ་ནེ	aunty
ངོ་མ་	authentic
ཁུངས་ལྡན་	authentic
རྩོམ༌སྒྲིག༌པ༌	author
དབང་འཛིན་	authority
སེར༌ཁ	autumn
ཡོད༌པ༌	available
ཀྲིག་ཀྲི་ཅིག་	average
འཛེམ་ནི་	avoid
ཤེས༌ནི	awake
ལོང༌ཡོདཔ༌	awake
གྲུབ༌འབྲས༌	award
རྟགས༌མ༌	award
ཤེས་པ་	aware
ངེས་པ་	awareness
གོ་རྟོགས་	awareness
ཐག་རིང་ས་	away
ངོ༌མཚར༌བ༌	awesome
རྔམ་སི་སི་	awful
མ༌བདེ༌ཁག༌ཁ༌	awkward
སྐྱེངས༌སི༌སི༌	awkward
ཨའེ་མ་ར	Aymara
ཨ་ལུ་	baby
གཙུག༌ལག༌གཞི༌རིམ༌ཤེས༌ཡོན༌	bachelor
ཕོ༌རྐྱང༌	bachelor
རྒྱབ་ཁར་	back
ལོག་འོང་ནི་	back
རྒྱབ་རྟེན་	background
ངན་པ་	bad
ཕད༌ཙེ༌	bag
བེག༌	bag
སེམས་ཅན་གཟུང་ནི	bait
སླུ་རྫས	bait
ཙིགཔ་ཟ་བཅུག་ནི	bait
ཉིམ༌གིས༌འཚིག༌ནི	bake
མེ༌ནང༌བསྲེག༌ནི༌	bake
ཁབ་ཟས་བཟོ་ཁང༌	bakery
སྙོམས་ཏོག་ཏོ་	balance
ཁྱད་མཉམ	balance
བཱོལ	ball
བྷམ་བ་ར	Bambara
ངང༌ལག	banana
རུ༌ཁག༌	band
བཅིང༌ཐག༌	band
འཚོག༌ནི	band
རྡབ་སྒྲ	bang
ཀྲིག་ཀྲི་སྦེ	bang
བརྡུང་ནི	bang
དངུལ༌ཁང༌	bank
ཆུའི༌མཐའ༌མ༌	bank
བཙོན༌ཁང༌	bar
བཀག༌ནི	bar
ཆང༌ཁང༌	bar
ཙམ༌ཅིག༌	barely
གོང་འགྲིག་	bargain
རོ༌ཁྱི༌ཧབ༌ནི	bark
ཤིང༌ལྤགས༌	bark
ནག	barley
རཝ	barrier
མཚམས	barrier
བར་ཆད	barrier
གཞི༌རྟེན༌	base
རྩ༌བ༌	base
གཞི༌བརྟེན༌	based
འོག་ཁང་	basement
གཞི་རྟེན་	basic
གཙོ་བོ་རང་	basically
འབྲང་	bastard
ཚིག་ངན་	bastard
སྡེ༌ཚན༌	batch
ཐོན༌རིམ༌	batch
ཆུ༌འཁྱུ༌ནི༌	bath
ཁྲུས་ཁང	bathroom
འཕྲུལ་ལྟོ	battery
དམག་འཛིང་	battle
འགྲུན་བསྡུར་	battle
ཧབ༌སྐད༌རྐྱབ༌ནི༌	bay
ཁྱིམ༌གྱི༌གློ༌འབུར	bay
མཚོ༌ཁུག༌	bay
དྲན༌པ༌བཏོན༌	be careful
མཚོ་མཐའ་	beach
རྩེདམོ་རྩེ་ནིའི་གདང་ཤིང༌	beam
འོད་ཟེར	beam
དགའ་འཛུམ་སྟོན་ནི	beam
སྲནམ༌ཅུམ	beans
བཟོད་ནི་	bear
དོམ་	bear
རྒྱམ༌ཞོལ	beard
འགྱིར་རིལ	bearing
འབྲེལ་གཏོགས	bearing
འགྲོ་ལུགས	bearing
མི༌གདུག༌ཅན༌	beast
དུད༌འགྲོ༌གདུག༌ཅན༌	beast
རྡུང་རིམ་	beat
ཕམ་ནི་	beat
གསར་རིསམོ་	beautiful
འཇའ་རིསམོ་	beautiful
ལེགས་ཤོམ་	beautiful
ངོ༌རིས༌	beauty
གྱུར༌ནི	became
དེ་ལུ་བརྟེན་ཏེ་	because
འགྱུར་ནི་	become
ཆུའི་གཤམ་	bed
ཉལ་ཁྲི་	bed
ཉལ་ཁང་	bedroom
གསེར༌སྦྱང༌	bee
ནོར་ཤ་	beef
ཆང༌གི༌རིགས༌ཅིག	beer
གདོང༌ཁ༌	before
ཧེ༌མ༌	before
འགོ༌བཙུགས༌ཡོདཔ	began
འགོ༌བཙུགས༌ནི༌	begin
འགོ་བཙུགས་པའི་སྐབས་	beginning
ཁྱད་ཚབ	behalf
ཧོངས་ལས	behalf
སྤྱོད་པ་སྟོན་ནི	behave
སྤྱོད་ལམ་	behavior
བྱ༌སྤྱོད༌	behaviour
རྒྱབ་ཁར་	behind
གནས་པ་	being
སྲོག་ཅན་	being
ཧིང་ལས་	being
ཡིད༌ཆེས	belief
ཡིད་ཆེས་	believe
ཕོཝ	belly
གྲངས༌སུ༌གཏོགས༌ནི༌	belong
སྙིང༌སྡུག	beloved
འོག་ལུ་	below
འགྱིར༌ཐག༌	belt
བསྡམ༌ནི	belt
སྐེག༌རགས༌	belt
ནར༌ཁྲི༌	bench
ཁྲིམས༌ཁྲི༌	bench
དྲང༌དཔོན	bench
སྒོར༌བཏབ	bend
བཀུག༌ནི	bend
འོག༌ལུ༌	beneath
ཁེ༌ཕན༌	benefit
ཕན༌ཐོགས	benefits
འདི་བ་ལྷགཔ་	beside
མ༌བརྩི༌བར༌	besides
ལེགས་ཤོམ་	best
བཀྲིས་ལེགས་སྨོན	best of luck
བཀྲིས་ལེགས་སྨོན	best regards
ལེགས་ཤོམ་	better
བར་ན་	between
མངར༌ཆབ༌	beverage
ཤུལ་ལས་	beyond
རྒྱབ་ཁ་	beyond
